acc,clustid,clustid_key,genename,key,proteinname,uniprot_link
P63272,3623,3623_6827,SUPT4H1,6827,"Transcription elongation factor SPT4 (hSPT4) (DRB sensitivity-inducing factor 14 kDa subunit) (DSIF p14) (DRB sensitivity-inducing factor small subunit) (DSIF small subunit)
",http://www.uniprot.org/uniprot/P63272
Q9Y3C8,3624,3624_51506,UFC1,51506,"Ubiquitin-fold modifier-conjugating enzyme 1 (Ufm1-conjugating enzyme 1)
",http://www.uniprot.org/uniprot/Q9Y3C8
Q14289,3624,3624_2185,PTK2B,2185,"Protein-tyrosine kinase 2-beta (EC 2.7.10.2) (Calcium-dependent tyrosine kinase) (CADTK) (Calcium-regulated non-receptor proline-rich tyrosine kinase) (Cell adhesion kinase beta) (CAK-beta) (CAKB) (Focal adhesion kinase 2) (FADK 2) (Proline-rich tyrosine kinase 2) (Related adhesion focal tyrosine kinase) (RAFTK)
",http://www.uniprot.org/uniprot/Q14289
Q8N490,3625,3625_25953,PNKD,25953,"Probable hydrolase PNKD (EC 3.-.-.-) (Myofibrillogenesis regulator 1) (MR-1) (Paroxysmal nonkinesiogenic dyskinesia protein) (Trans-activated by hepatitis C virus core protein 2)
",http://www.uniprot.org/uniprot/Q8N490
Q9HAP2,3625,3625_22877,MLXIP,22877,"MLX-interacting protein (Class E basic helix-loop-helix protein 36) (bHLHe36) (Transcriptional activator MondoA)
",http://www.uniprot.org/uniprot/Q9HAP2
Q96JH8,3625,3625_55698,RADIL,55698,"Ras-associating and dilute domain-containing protein
",http://www.uniprot.org/uniprot/Q96JH8
Q86YN6,3625,3625_133522,PPARGC1B,133522,"Peroxisome proliferator-activated receptor gamma coactivator 1-beta (PGC-1-beta) (PPAR-gamma coactivator 1-beta) (PPARGC-1-beta) (PGC-1-related estrogen receptor alpha coactivator)
",http://www.uniprot.org/uniprot/Q86YN6
Q86SR1,3626,3626_55568,GALNT10,55568,"Polypeptide N-acetylgalactosaminyltransferase 10 (EC 2.4.1.41) (Polypeptide GalNAc transferase 10) (GalNAc-T10) (pp-GaNTase 10) (Protein-UDP acetylgalactosaminyltransferase 10) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 10)
",http://www.uniprot.org/uniprot/Q86SR1
O95274,3626,3626_27076,LYPD3,27076,"Ly6/PLAUR domain-containing protein 3 (GPI-anchored metastasis-associated protein C4.4A homolog) (Matrigel-induced gene C4 protein) (MIG-C4)
",http://www.uniprot.org/uniprot/O95274
Q9UMS5,3626,3626_10745,PHTF1,10745,"Putative homeodomain transcription factor 1
",http://www.uniprot.org/uniprot/Q9UMS5
Q9H902,3626,3626_65055,REEP1,65055,"Receptor expression-enhancing protein 1
",http://www.uniprot.org/uniprot/Q9H902
Q15102,3627,3627_5050,PAFAH1B3,5050,"Platelet-activating factor acetylhydrolase IB subunit gamma (EC 3.1.1.47) (PAF acetylhydrolase 29 kDa subunit) (PAF-AH 29 kDa subunit) (PAF-AH subunit gamma) (PAFAH subunit gamma)
",http://www.uniprot.org/uniprot/Q15102
P68402,3627,3627_5049,PAFAH1B2,5049,"Platelet-activating factor acetylhydrolase IB subunit beta (EC 3.1.1.47) (PAF acetylhydrolase 30 kDa subunit) (PAF-AH 30 kDa subunit) (PAF-AH subunit beta) (PAFAH subunit beta)
",http://www.uniprot.org/uniprot/P68402
P43034,3627,3627_5048,PAFAH1B1,5048,"Platelet-activating factor acetylhydrolase IB subunit alpha (Lissencephaly-1 protein) (LIS-1) (PAF acetylhydrolase 45 kDa subunit) (PAF-AH 45 kDa subunit) (PAF-AH alpha) (PAFAH alpha)
",http://www.uniprot.org/uniprot/P43034
Q8TDX6,3628,3628_55790,CSGALNACT1,55790,"Chondroitin sulfate N-acetylgalactosaminyltransferase 1 (CsGalNAcT-1) (EC 2.4.1.174) (Chondroitin beta-1,4-N-acetylgalactosaminyltransferase 1) (Beta4GalNAcT-1)
",http://www.uniprot.org/uniprot/Q8TDX6
Q9Y6M5,3628,3628_7779,SLC30A1,7779,"Zinc transporter 1 (ZnT-1) (Solute carrier family 30 member 1)
",http://www.uniprot.org/uniprot/Q9Y6M5
Q9Y6U3,3629,3629_85477,SCIN,85477,"Adseverin (Scinderin)
",http://www.uniprot.org/uniprot/Q9Y6U3
Q13045,3629,3629_2314,FLII,2314,"Protein flightless-1 homolog
",http://www.uniprot.org/uniprot/Q13045
Q32MZ4,3629,3629_9208,LRRFIP1,9208,"Leucine-rich repeat flightless-interacting protein 1 (LRR FLII-interacting protein 1) (GC-binding factor 2) (TAR RNA-interacting protein)
",http://www.uniprot.org/uniprot/Q32MZ4
P28289,3629,3629_7111,TMOD1,7111,"Tropomodulin-1 (Erythrocyte tropomodulin) (E-Tmod)
",http://www.uniprot.org/uniprot/P28289
P54840,3630,3630_2998,GYS2,2998,"Glycogen [starch] synthase, liver (EC 2.4.1.11)
",http://www.uniprot.org/uniprot/P54840
P46976,3630,3630_2992,GYG1,2992,"Glycogenin-1 (GN-1) (GN1) (EC 2.4.1.186)
",http://www.uniprot.org/uniprot/P46976
O95210,3630,3630_8987,STBD1,8987,"Starch-binding domain-containing protein 1 (Genethonin-1) (Glycophagy cargo receptor STBD1)
",http://www.uniprot.org/uniprot/O95210
P13807,3630,3630_2997,GYS1,2997,"Glycogen [starch] synthase, muscle (EC 2.4.1.11)
",http://www.uniprot.org/uniprot/P13807
Q68CQ4,3631,3631_27042,DIEXF,27042,"Digestive organ expansion factor homolog
",http://www.uniprot.org/uniprot/Q68CQ4
Q9NW82,3631,3631_55100,WDR70,55100,"WD repeat-containing protein 70
",http://www.uniprot.org/uniprot/Q9NW82
O15155,3632,3632_10282,BET1,10282,"BET1 homolog (hBET1) (Golgi vesicular membrane-trafficking protein p18)
",http://www.uniprot.org/uniprot/O15155
O14662,3632,3632_8675,STX16,8675,"Syntaxin-16 (Syn16)
",http://www.uniprot.org/uniprot/O14662
P54920,3632,3632_8775,NAPA,8775,"Alpha-soluble NSF attachment protein (SNAP-alpha) (N-ethylmaleimide-sensitive factor attachment protein alpha)
",http://www.uniprot.org/uniprot/P54920
Q2TAY7,3633,3633_55234,SMU1,55234,"WD40 repeat-containing protein SMU1 (Smu-1 suppressor of mec-8 and unc-52 protein homolog) [Cleaved into: WD40 repeat-containing protein SMU1, N-terminally processed]
",http://www.uniprot.org/uniprot/Q2TAY7
Q9NXZ2,3633,3633_55510,DDX43,55510,"Probable ATP-dependent RNA helicase DDX43 (EC 3.6.4.13) (Cancer/testis antigen 13) (CT13) (DEAD box protein 43) (DEAD box protein HAGE) (Helical antigen)
",http://www.uniprot.org/uniprot/Q9NXZ2
Q13123,3633,3633_3550,IK,3550,"Protein Red (Cytokine IK) (IK factor) (Protein RER)
",http://www.uniprot.org/uniprot/Q13123
Q16658,3634,3634_6624,FSCN1,6624,"Fascin (55 kDa actin-bundling protein) (Singed-like protein) (p55)
",http://www.uniprot.org/uniprot/Q16658
P61081,3634,3634_9040,UBE2M,9040,"NEDD8-conjugating enzyme Ubc12 (EC 6.3.2.-) (NEDD8 carrier protein) (NEDD8 protein ligase) (Ubiquitin-conjugating enzyme E2 M)
",http://www.uniprot.org/uniprot/P61081
Q00169,3634,3634_5306,PITPNA,5306,"Phosphatidylinositol transfer protein alpha isoform (PI-TP-alpha) (PtdIns transfer protein alpha) (PtdInsTP alpha)
",http://www.uniprot.org/uniprot/Q00169
Q6UXN9,3634,3634_80335,WDR82,80335,"WD repeat-containing protein 82 (Protein TMEM113) (Swd2)
",http://www.uniprot.org/uniprot/Q6UXN9
A0JLT2,3635,3635_219541,MED19,219541,"Mediator of RNA polymerase II transcription subunit 19 (Lung cancer metastasis-related protein 1) (Mediator complex subunit 19)
",http://www.uniprot.org/uniprot/A0JLT2
Q9BUE0,3635,3635_54797,MED18,54797,"Mediator of RNA polymerase II transcription subunit 18 (Mediator complex subunit 18) (p28b)
",http://www.uniprot.org/uniprot/Q9BUE0
Q15528,3635,3635_6837,MED22,6837,"Mediator of RNA polymerase II transcription subunit 22 (Mediator complex subunit 22) (Surfeit locus protein 5) (Surf-5)
",http://www.uniprot.org/uniprot/Q15528
O75586,3635,3635_10001,MED6,10001,"Mediator of RNA polymerase II transcription subunit 6 (Activator-recruited cofactor 33 kDa component) (ARC33) (Mediator complex subunit 6) (hMed6) (Renal carcinoma antigen NY-REN-28)
",http://www.uniprot.org/uniprot/O75586
Q96HR3,3635,3635_90390,MED30,90390,"Mediator of RNA polymerase II transcription subunit 30 (Mediator complex subunit 30) (TRAP/Mediator complex component TRAP25) (Thyroid hormone receptor-associated protein 6) (Thyroid hormone receptor-associated protein complex 25 kDa component) (Trap25)
",http://www.uniprot.org/uniprot/Q96HR3
O43513,3635,3635_9443,MED7,9443,"Mediator of RNA polymerase II transcription subunit 7 (hMED7) (Activator-recruited cofactor 34 kDa component) (ARC34) (Cofactor required for Sp1 transcriptional activation subunit 9) (CRSP complex subunit 9) (Mediator complex subunit 7) (RNA polymerase transcriptional regulation mediator subunit 7 homolog) (Transcriptional coactivator CRSP33)
",http://www.uniprot.org/uniprot/O43513
Q9Y3C7,3635,3635_51003,MED31,51003,"Mediator of RNA polymerase II transcription subunit 31 (Mediator complex subunit 31) (Mediator complex subunit SOH1) (hSOH1)
",http://www.uniprot.org/uniprot/Q9Y3C7
O95402,3635,3635_9441,MED26,9441,"Mediator of RNA polymerase II transcription subunit 26 (Activator-recruited cofactor 70 kDa component) (ARC70) (Cofactor required for Sp1 transcriptional activation subunit 7) (CRSP complex subunit 7) (Mediator complex subunit 26) (Transcriptional coactivator CRSP70)
",http://www.uniprot.org/uniprot/O95402
O60244,3635,3635_9282,MED14,9282,"Mediator of RNA polymerase II transcription subunit 14 (Activator-recruited cofactor 150 kDa component) (ARC150) (Cofactor required for Sp1 transcriptional activation subunit 2) (CRSP complex subunit 2) (Mediator complex subunit 14) (RGR1 homolog) (hRGR1) (Thyroid hormone receptor-associated protein complex 170 kDa component) (Trap170) (Transcriptional coactivator CRSP150) (Vitamin D3 receptor-interacting protein complex 150 kDa component) (DRIP150)
",http://www.uniprot.org/uniprot/O60244
Q13503,3635,3635_9412,MED21,9412,"Mediator of RNA polymerase II transcription subunit 21 (Mediator complex subunit 21) (RNA polymerase II holoenzyme component SRB7) (RNAPII complex component SRB7) (hSrb7)
",http://www.uniprot.org/uniprot/Q13503
Q96RN5,3635,3635_51586,MED15,51586,"Mediator of RNA polymerase II transcription subunit 15 (Activator-recruited cofactor 105 kDa component) (ARC105) (CTG repeat protein 7a) (Mediator complex subunit 15) (Positive cofactor 2 glutamine/Q-rich-associated protein) (PC2 glutamine/Q-rich-associated protein) (TPA-inducible gene 1 protein) (TIG-1) (Trinucleotide repeat-containing gene 7 protein)
",http://www.uniprot.org/uniprot/Q96RN5
Q9NX70,3635,3635_55588,MED29,55588,"Mediator of RNA polymerase II transcription subunit 29 (Intersex-like protein) (Mediator complex subunit 29)
",http://www.uniprot.org/uniprot/Q9NX70
Q9P086,3635,3635_400569,MED11,400569,"Mediator of RNA polymerase II transcription subunit 11 (Mediator complex subunit 11)
",http://www.uniprot.org/uniprot/Q9P086
Q9NVC6,3635,3635_9440,MED17,9440,"Mediator of RNA polymerase II transcription subunit 17 (Activator-recruited cofactor 77 kDa component) (ARC77) (Cofactor required for Sp1 transcriptional activation subunit 6) (CRSP complex subunit 6) (Mediator complex subunit 17) (Thyroid hormone receptor-associated protein complex 80 kDa component) (Trap80) (Transcriptional coactivator CRSP77) (Vitamin D3 receptor-interacting protein complex 80 kDa component) (DRIP80)
",http://www.uniprot.org/uniprot/Q9NVC6
Q9NPJ6,3635,3635_29079,MED4,29079,"Mediator of RNA polymerase II transcription subunit 4 (Activator-recruited cofactor 36 kDa component) (ARC36) (Mediator complex subunit 4) (TRAP/SMCC/PC2 subunit p36 subunit) (Vitamin D3 receptor-interacting protein complex 36 kDa component) (DRIP36)
",http://www.uniprot.org/uniprot/Q9NPJ6
O15015,3636,3636_9726,ZNF646,9726,"Zinc finger protein 646
",http://www.uniprot.org/uniprot/O15015
Q9ULJ3,3636,3636_49854,ZBTB21,49854,"Zinc finger and BTB domain-containing protein 21 (Zinc finger protein 295)
",http://www.uniprot.org/uniprot/Q9ULJ3
Q9H9D4,3636,3636_79797,ZNF408,79797,"Zinc finger protein 408 (PR domain zinc finger protein 17)
",http://www.uniprot.org/uniprot/Q9H9D4
Q96N64,3636,3636_114825,PWWP2A,114825,"PWWP domain-containing protein 2A
",http://www.uniprot.org/uniprot/Q96N64
P59923,3636,3636_353274,ZNF445,353274,"Zinc finger protein 445 (Zinc finger protein 168) (Zinc finger protein with KRAB and SCAN domains 15)
",http://www.uniprot.org/uniprot/P59923
Q01105,3636,3636_6418,SET,6418,"Protein SET (HLA-DR-associated protein II) (Inhibitor of granzyme A-activated DNase) (IGAAD) (PHAPII) (Phosphatase 2A inhibitor I2PP2A) (I-2PP2A) (Template-activating factor I) (TAF-I)
",http://www.uniprot.org/uniprot/Q01105
Q96IR2,3636,3636_91664,ZNF845,91664,"Zinc finger protein 845
",http://www.uniprot.org/uniprot/Q96IR2
Q9BWE0,3636,3636_29803,REPIN1,29803,"Replication initiator 1 (60 kDa origin-specific DNA-binding protein) (60 kDa replication initiation region protein) (ATT-binding protein) (DHFR oribeta-binding protein RIP60) (Zinc finger protein 464)
",http://www.uniprot.org/uniprot/Q9BWE0
Q6SJ93,3636,3636_374393,FAM111B,374393,"Protein FAM111B (Cancer-associated nucleoprotein)
",http://www.uniprot.org/uniprot/Q6SJ93
Q9H972,3636,3636_60686,C14orf93,60686,"Uncharacterized protein C14orf93
",http://www.uniprot.org/uniprot/Q9H972
O00255,3636,3636_4221,MEN1,4221,"Menin
",http://www.uniprot.org/uniprot/O00255
Q9H5V7,3636,3636_64376,IKZF5,64376,"Zinc finger protein Pegasus (Ikaros family zinc finger protein 5)
",http://www.uniprot.org/uniprot/Q9H5V7
Q9UHB7,3637,3637_27125,AFF4,27125,"AF4/FMR2 family member 4 (ALL1-fused gene from chromosome 5q31 protein) (Protein AF-5q31) (Major CDK9 elongation factor-associated protein)
",http://www.uniprot.org/uniprot/Q9UHB7
Q03111,3637,3637_4298,MLLT1,4298,"Protein ENL (YEATS domain-containing protein 1)
",http://www.uniprot.org/uniprot/Q03111
Q9HB65,3637,3637_80237,ELL3,80237,"RNA polymerase II elongation factor ELL3
",http://www.uniprot.org/uniprot/Q9HB65
Q13905,3638,3638_2889,RAPGEF1,2889,"Rap guanine nucleotide exchange factor 1 (CRK SH3-binding GNRP) (Guanine nucleotide-releasing factor 2) (Protein C3G)
",http://www.uniprot.org/uniprot/Q13905
Q86YV5,3638,3638_157285,SGK223,157285,"Tyrosine-protein kinase SgK223 (EC 2.7.10.2) (Sugen kinase 223)
",http://www.uniprot.org/uniprot/Q86YV5
P46109,3638,3638_1399,CRKL,1399,"Crk-like protein
",http://www.uniprot.org/uniprot/P46109
Q5T7V8,3638,3638_92344,GORAB,92344,"RAB6-interacting golgin (N-terminal kinase-like-binding protein 1) (NTKL-BP1) (NTKL-binding protein 1) (hNTKL-BP1) (SCY1-like 1-binding protein 1) (SCYL1-BP1) (SCYL1-binding protein 1)
",http://www.uniprot.org/uniprot/Q5T7V8
Q8TDW7,3639,3639_120114,FAT3,120114,"Protocadherin Fat 3 (hFat3) (Cadherin family member 15) (FAT tumor suppressor homolog 3)
",http://www.uniprot.org/uniprot/Q8TDW7
Q96LS8,3639,3639_348738,C2orf48,348738,"Uncharacterized protein C2orf48
",http://www.uniprot.org/uniprot/Q96LS8
A1A5C7,3640,3640_63027,SLC22A23,63027,"Solute carrier family 22 member 23
",http://www.uniprot.org/uniprot/A1A5C7
Q7Z2H8,3640,3640_206358,SLC36A1,206358,"Proton-coupled amino acid transporter 1 (Proton/amino acid transporter 1) (hPAT1) (Solute carrier family 36 member 1)
",http://www.uniprot.org/uniprot/Q7Z2H8
Q96HA4,3640,3640_54991,C1orf159,54991,"Uncharacterized protein C1orf159
",http://www.uniprot.org/uniprot/Q96HA4
Q9NT99,3640,3640_94030,LRRC4B,94030,"Leucine-rich repeat-containing protein 4B (Netrin-G3 ligand) (NGL-3)
",http://www.uniprot.org/uniprot/Q9NT99
P51795,3640,3640_1184,CLCN5,1184,"H(+)/Cl(-) exchange transporter 5 (Chloride channel protein 5) (ClC-5) (Chloride transporter ClC-5)
",http://www.uniprot.org/uniprot/P51795
P43005,3640,3640_6505,SLC1A1,6505,"Excitatory amino acid transporter 3 (Excitatory amino-acid carrier 1) (Neuronal and epithelial glutamate transporter) (Sodium-dependent glutamate/aspartate transporter 3) (Solute carrier family 1 member 1)
",http://www.uniprot.org/uniprot/P43005
O00214,3640,3640_3964,LGALS8,3964,"Galectin-8 (Gal-8) (Po66 carbohydrate-binding protein) (Po66-CBP) (Prostate carcinoma tumor antigen 1) (PCTA-1)
",http://www.uniprot.org/uniprot/O00214
O43306,3640,3640_112,ADCY6,112,"Adenylate cyclase type 6 (EC 4.6.1.1) (ATP pyrophosphate-lyase 6) (Adenylate cyclase type VI) (Adenylyl cyclase 6) (Ca(2+)-inhibitable adenylyl cyclase)
",http://www.uniprot.org/uniprot/O43306
P56199,3640,3640_3672,ITGA1,3672,"Integrin alpha-1 (CD49 antigen-like family member A) (Laminin and collagen receptor) (VLA-1) (CD antigen CD49a)
",http://www.uniprot.org/uniprot/P56199
P17301,3640,3640_3673,ITGA2,3673,"Integrin alpha-2 (CD49 antigen-like family member B) (Collagen receptor) (Platelet membrane glycoprotein Ia) (GPIa) (VLA-2 subunit alpha) (CD antigen CD49b)
",http://www.uniprot.org/uniprot/P17301
Q9NRA2,3640,3640_26503,SLC17A5,26503,"Sialin (H(+)/nitrate cotransporter) (H(+)/sialic acid cotransporter) (AST) (Membrane glycoprotein HP59) (Solute carrier family 17 member 5) (Vesicular H(+)/Aspartate-glutamate cotransporter)
",http://www.uniprot.org/uniprot/Q9NRA2
Q9UPN9,3641,3641_51592,TRIM33,51592,"E3 ubiquitin-protein ligase TRIM33 (EC 6.3.2.-) (Ectodermin homolog) (RET-fused gene 7 protein) (Protein Rfg7) (Transcription intermediary factor 1-gamma) (TIF1-gamma) (Tripartite motif-containing protein 33)
",http://www.uniprot.org/uniprot/Q9UPN9
P02671,3641,3641_2243,FGA,2243,"Fibrinogen alpha chain [Cleaved into: Fibrinopeptide A; Fibrinogen alpha chain]
",http://www.uniprot.org/uniprot/P02671
Q6UWV2,3642,3642_196264,MPZL3,196264,"Myelin protein zero-like protein 3
",http://www.uniprot.org/uniprot/Q6UWV2
O75955,3642,3642_10211,FLOT1,10211,"Flotillin-1
",http://www.uniprot.org/uniprot/O75955
Q14254,3642,3642_2319,FLOT2,2319,"Flotillin-2 (Epidermal surface antigen) (ESA) (Membrane component chromosome 17 surface marker 1)
",http://www.uniprot.org/uniprot/Q14254
Q3V5L5,3643,3643_146664,MGAT5B,146664,"Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B (EC 2.4.1.-) (EC 2.4.1.155) (Alpha-mannoside beta-1,6-N-acetylglucosaminyltransferase B) (GlcNAc-T Vb) (GNT-Vb) (hGnTVb) (Mannoside acetylglucosaminyltransferase 5B) (N-acetylglucosaminyl-transferase Vb) (N-acetylglucosaminyltransferase IX) (GNT-IX)
",http://www.uniprot.org/uniprot/Q3V5L5
Q0P651,3643,3643_80167,ABHD18,80167,"Protein ABHD18 (Alpha/beta hydrolase domain-containing protein 18) (Abhydrolase domain-containing protein 18)
",http://www.uniprot.org/uniprot/Q0P651
P62140,3644,3644_5500,PPP1CB,5500,"Serine/threonine-protein phosphatase PP1-beta catalytic subunit (PP-1B) (PPP1CD) (EC 3.1.3.16) (EC 3.1.3.53)
",http://www.uniprot.org/uniprot/P62140
Q8N3V7,3644,3644_11346,SYNPO,11346,"Synaptopodin
",http://www.uniprot.org/uniprot/Q8N3V7
O43795,3644,3644_4430,MYO1B,4430,"Unconventional myosin-Ib (MYH-1c) (Myosin I alpha) (MMI-alpha) (MMIa)
",http://www.uniprot.org/uniprot/O43795
Q8TDG2,3644,3644_139741,ACTRT1,139741,"Actin-related protein T1 (ARP-T1)
",http://www.uniprot.org/uniprot/Q8TDG2
P27482,3644,3644_810,CALML3,810,"Calmodulin-like protein 3 (CaM-like protein) (CLP) (Calmodulin-related protein NB-1)
",http://www.uniprot.org/uniprot/P27482
P14384,3644,3644_1368,CPM,1368,"Carboxypeptidase M (CPM) (EC 3.4.17.12)
",http://www.uniprot.org/uniprot/P14384
P49458,3645,3645_6726,SRP9,6726,"Signal recognition particle 9 kDa protein (SRP9)
",http://www.uniprot.org/uniprot/P49458
Q9H2A3,3645,3645_63973,NEUROG2,63973,"Neurogenin-2 (NGN-2) (Class A basic helix-loop-helix protein 8) (bHLHa8) (Protein atonal homolog 4)
",http://www.uniprot.org/uniprot/Q9H2A3
Q96JX3,3646,3646_84947,SERAC1,84947,"Protein SERAC1 (Serine active site-containing protein 1)
",http://www.uniprot.org/uniprot/Q96JX3
P51957,3646,3646_6787,NEK4,6787,"Serine/threonine-protein kinase Nek4 (EC 2.7.11.1) (Never in mitosis A-related kinase 4) (NimA-related protein kinase 4) (Serine/threonine-protein kinase 2) (Serine/threonine-protein kinase NRK2)
",http://www.uniprot.org/uniprot/P51957
P54840,3647,3647_2998,GYS2,2998,"Glycogen [starch] synthase, liver (EC 2.4.1.11)
",http://www.uniprot.org/uniprot/P54840
P46976,3647,3647_2992,GYG1,2992,"Glycogenin-1 (GN-1) (GN1) (EC 2.4.1.186)
",http://www.uniprot.org/uniprot/P46976
O95685,3647,3647_5509,PPP1R3D,5509,"Protein phosphatase 1 regulatory subunit 3D (Protein phosphatase 1 regulatory subunit 6) (PP1 subunit R6) (Protein phosphatase 1-binding subunit R6)
",http://www.uniprot.org/uniprot/O95685
P13807,3647,3647_2997,GYS1,2997,"Glycogen [starch] synthase, muscle (EC 2.4.1.11)
",http://www.uniprot.org/uniprot/P13807
Q15493,3648,3648_9104,RGN,9104,"Regucalcin (RC) (Gluconolactonase) (GNL) (EC 3.1.1.17) (Senescence marker protein 30) (SMP-30)
",http://www.uniprot.org/uniprot/Q15493
P00441,3648,3648_6647,SOD1,6647,"Superoxide dismutase [Cu-Zn] (EC 1.15.1.1) (Superoxide dismutase 1) (hSod1)
",http://www.uniprot.org/uniprot/P00441
Q9HC38,3648,3648_51031,GLOD4,51031,"Glyoxalase domain-containing protein 4
",http://www.uniprot.org/uniprot/Q9HC38
P10599,3648,3648_7295,TXN,7295,"Thioredoxin (Trx) (ATL-derived factor) (ADF) (Surface-associated sulphydryl protein) (SASP)
",http://www.uniprot.org/uniprot/P10599
